title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Dewalo,NA,NA,['Prem Sawlani'],"['Murli Balwani', 'Murli Balwani']","['Harsh Adwani', 'Ashok Boolchandani', 'Rachna Boolchandani', 'Kashish Gangwani', 'Kavita Israni', 'Jesika Janyani', 'Meeta Jeswani', 'Kumar Kishan', 'Manohar Lalvani', 'Kamlesh Nathani', 'Parso Nathani', 'Gulraj Pahilajani', 'Suresh Parwani', 'Ratan Rangwani', 'Harsh Sawlani', 'Naitik Sawlani', 'Haresh Sewhani', 'Gulshan Shivani']",['Drama'],"April 19, 2024 (India)",['Hindi'],['Harsh Movies & Entertainment']
Tendrils,PT13H19M,NA,"['Gaurav Gupta', 'Aashu Kumar']","['Gaurav Gupta', 'Gaurav Gupta']","['Gaurav Gupta', 'Nikhil Kumar', 'Dev Singh', 'Shubham Singh']",['Drama'],"April 21, 2024 (India)",['Hindi'],['Khyaali Pulav Films']
Vicheyam,NA,8.8,['Shree Gurunath Shree'],"['Yogesh Mote', 'Revan', 'Revan', 'Yogesh Mote', 'Revan', 'Revan']","['Ravikiran Dixit', 'Mrunal Gaikwad', 'Tushar Ghorpade', 'Prathamesh V. Jadhav', 'Somnath Jadhav', 'Sudarshan Kale', 'Sneha Karme', 'Madhur Kulkarni', 'Nishigandha Kunte', 'Kaustubh Kurhade', 'Priyanka Lathi', 'Satish Naikodi', 'Vidya Pate', 'Revan', 'Revan', 'S-Milind', 'Faisal Sayyad', 'Shruti Shetty']",['Crime'],"April 23, 2024 (India)",['Hindi'],['Ramesh Kurhade Entertainment']
Pisara - Mystery Within Mystery,NA,NA,['Akash Deep'],"['Akash Deep', 'Akash Deep']","['Arun Gaddam', 'Dipti Kashyap', 'Akash Sood', 'Mandhare Zuluk']","['Mystery', 'Thriller']","April 23, 2024 (India)",['Hindi'],['AKASH DEEP CREATIONS']
Ruslaan,PT2H,3.4,['Karan Lalit Butani'],"['Kavin Dave', 'Yunus Sajawal', 'Shiva', 'Kavin Dave', 'Yunus Sajawal', 'Shiva']","['Aayush Sharma', 'Sushrii Mishraa', 'Jagapathi Babu', 'Vidya Malvade', 'Beena Banerjee', 'Sal Yusuf', 'Sangay Tsheltrim', 'Aruna Beniwal', 'Manish Gaharwar', 'Jaswinder Gardner', 'Zaheer Iqbal', 'Aman Kanojia', 'Rofique Khan', 'Richard Bhakti Klein', 'Eiji Mihara', 'Happy Ranajit', 'Nawab Shah', 'Runav Shah']","['Action', 'Thriller']","April 26, 2024 (India)",['Hindi'],"['Filming Azerbaijan', 'Sri Sathya Sai Arts']"
Main Ladega,PT2H28M,9.3,['Gaurav Rana'],"['Akash Pratap Singh', 'Akash Pratap Singh']","['Akash Pratap Singh', 'Ashwath Bhatt', 'Rohit Chetry', 'Gandharv Dewan', 'Ahan Nirban', 'Saurabh Pachauri']",['Drama'],"April 26, 2024 (India)",['Hindi'],['Kathakar Films']
Gabru Gang,PT2H3M,9.0,['Sameer Khan'],"['Sameer Khan', 'Sameer Khan']","['Abhishek Duhan', 'Srishty Rode', 'Abhilash Kumar', 'Avtar Gill', 'Arti Puri', 'Mukesh S. Bhatt', 'Priyanka Khera', 'Kanwalpreet Singh', 'Brajesh Tiwari', 'Pratyaksh Panwar', 'Rehaan Khan', 'Rajveer Saluja', 'Anshdeep Singh', 'Harpal Singh', 'Kamal Dadiyala', 'Tejpal Manhas', 'Poonam Kalra', 'Vikram Dahiya']","['Drama', 'Family', 'Sport']","April 26, 2024 (India)",['Hindi'],"['Amritsar Talkies', 'Om Suraj Production']"
Operation Baraat,NA,NA,['Suzad Iqbal Khan'],"['Manoj Manav Pandey', 'Manoj Manav Pandey']","['Pradeep Raj', 'Satyakam Anand', 'Mahesh Balraj', 'Ashutosh Sagar', 'Mir Sarwar', 'Hiten Tejwani']",['Action'],"April 26, 2024 (India)",['Hindi'],['SiK Films']
Farming the Revolution,PT1H42M,7.7,[],"['Nishtha Jain', 'Deborah Matzner', 'Valérie Montmartin', 'Nishtha Jain', 'Deborah Matzner', 'Valérie Montmartin']",[],['Documentary'],"July 26, 2024 (India)","['Hindi', 'Punjabi']","['Little Big Story', 'Raintree Films', 'Piraya Film']"
Motu Patlu & the Race to the Diamond Valley,PT1H12M,7.7,[],"['Niraj Vikram', 'Niraj Vikram']",[],"['Animation', 'Comedy']","May 1, 2024 (India)",['Hindi'],['Maya Digital Studios']
Field of Dreams,NA,NA,[],"['Tanvi Jain', 'Prashant Shekhar', 'Tanvi Jain', 'Prashant Shekhar']",[],['Documentary'],"May 1, 2024 (India)",['Hindi'],['Mobius Films']
Pyar Ke Do Naam,PT2H24M,8.9,['Danish Javed'],"['Danish Javed', 'Danish Javed']","['Bhavya Sachdeva', 'Ankita Sahu', 'Kanika Gautam', 'Achal Tankwal', 'Dipti Mishra', 'Namita Lal', 'Riney Aryaa', 'Talha Thakur', 'Aniza Akhtar', 'Mohd Akram Khan', 'Adnan Khurram', 'Shahbaz Naqvi']",['Drama'],"May 3, 2024 (India)",['Hindi'],['Jocular Entertainments']
Lorii,NA,9.6,['Rajiv Krishna Revndkar'],"['Rajiv Krishna Revndkar', 'Rajiv Krishna Revndkar']","['Abhilasha Gaira', 'Shaan Kakkar', 'Aviinash Kavathankar', 'Pankti Patel', 'Pratibha Shimpi']","['Drama', 'Thriller']","May 3, 2024 (India)",['Hindi'],['Sairam A Creative World']
Maya-The Truth,PT15M,NA,['Neha Laaj'],"['Naeem Tahir', 'Naeem Tahir']","['Fahad Asad', 'Naina Gill', 'Mahi Zaal']","['Drama', 'Romance']","May 4, 2024 (United Arab Emirates)",['Hindi'],['Redwood Productions']
Chhota Bheem Aur Tabora Ka Maha Muqabla,NA,9.6,[],"['Saharsh Wardhan Singh Rathore', 'Saharsh Wardhan Singh Rathore']",[],['Animation'],"May 5, 2024 (India)",['Hindi'],['Green Gold Animation']
Jeevan Ki Jung,PT1H57M,NA,[],"['Dr. Balkrishna', 'Dr. Balkrishna']","['Baby Imran Khan', 'Rahul Roy']",['Drama'],"May 8, 2024 (India)",['Hindi'],['Imperial Films and Studio']
Ek Anjaan Rishtey Ka Guilt 3,PT1H44M,8.1,['Satish Bhat'],"['Abhishek Pandurangi', 'Abhishek Pandurangi']","['Navina Bole', 'Amrit Kaur Dhillon', 'Sara Khan', 'Namit Khanna', 'Mir Sarwar']",['Romance'],"May 9, 2024 (India)",['Hindi'],['Canopy']
Sri,PT2H14M,7.4,['Tushar Hiranandani'],"['K K Binojee', 'Sumit Purohit', 'Jagdeep Sidhu', 'K K Binojee', 'Sumit Purohit', 'Jagdeep Sidhu']","['Rajkummar Rao', 'Jyotika', 'Alaya F', 'Sharad Kelkar', 'Om Kanojiya', 'Sukhita Aiyar', 'Abhiijeit Chitre', 'Chittavasu Prakash', 'Bharat Jadhav', 'Aakash Jaiswal', 'Suraj Kalyankar', 'Aman Kanojia', 'Steve Larter', 'Deepak Mahato', 'Arun Malik', 'Ganesh Mayekar', 'Sridhar Murthy', 'Anusha Nuthula']","['Biography', 'Drama']","May 10, 2024 (India)",['Hindi'],"['Alphaneon Studioz', 'Chalk and Cheese Films', 'T-Series Films']"
Tipppsy,PT1H55M,8.4,['Deepak Tijori'],"['Suvidha Mall', 'Deepak Tijori', 'Suvidha Mall', 'Deepak Tijori']","['Deepak Tijori', 'Alankrita Sahai', 'Sonia Birje', 'Kainaat Arora', 'Aditya Lakhia', 'Natasha Suri', 'Nazia Hussain', 'Pawan Pandey', 'Bharat Bhatia', 'Mandeep Kaur Sandhu', 'Danish Bhatt', 'Mithun Rodwittiya', 'Shaaswat Saurrav', 'Harjinder Singh']","['Adventure', 'Thriller']","May 10, 2024 (India)",['Hindi'],"['Alliance Productions', 'Blackcanvas Studio', 'Raju Chadha Films']"
iKHlaas,PT50M,8.1,['Dhaval Pitale'],"['Kunal Marathe', 'Kunal Marathe']","['Shantanu Ranganekar', 'Divya Gupta', 'Raj Nagvekar', 'Pranita Achrekar', 'Tisha Hiwale', 'Upasana Mhatre', 'Dhaval Pitale', 'Raj Gupta', 'Prajin Vaidya', 'Bhagyesh Powale']","['Romantic Comedy', 'Sitcom', 'Tragic Romance', 'Comedy', 'Romance']","May 10, 2024 (India)",['Hindi'],['Aadhya Films']
Ga Mere Maan Ga,NA,NA,['Abhijit Das'],[],['Jaya Banerjee'],['Musical'],"May 10, 2024 (India)",['Hindi'],['Shri Productions']
Singhwahini,NA,NA,[],[],[],['Documentary'],"May 11, 2024 (India)",['Hindi'],[]
Rivalry,PT1H15M,NA,['Azijul Haque'],"['Azijul Haque', 'Suman Sourav Sharma', 'Azijul Haque', 'Suman Sourav Sharma']","['Azijul Haque', 'Jayash Jain', 'Pall Kashyap', 'Suman Sourav Sharma', 'Vinit Kumar Yadav']",[],"May 12, 2024 (India)",['Hindi'],[]
Raseeli Raatein,PT1H31M,6.4,['Raifee'],[],"['Navina Bole', 'Prachi Lengare', 'Leena Singh', 'Vickey Chauhan', 'Sushant Kandya', 'Gautam Kataria', 'Maan Singh Meena', 'Anurag Mishra', 'Lucky Saini', 'Sunny Saini']",['Romance'],"May 17, 2024 (India)",['Hindi'],[]
Kartam Bhugtam,PT2H11M,6.5,['Soham Shah'],"['Soham Shah', 'Soham Shah']","['Shreyas Talpade', 'Vijay Raaz', 'Madhoo', 'Aksha Pardasany', 'Aakash Amlani', 'Asha Bisariya', 'Gaurav Daagar', 'Kamlesh Khare', 'Rishabh Kohli', 'Ajay Pal', 'Deepak Parihar', 'Atharva Sawant', 'Sudipta Saxena', 'Rohann Sharma', 'Sachindra Shrivastav', 'Rahul Tiwari', 'Ishita Trivedi', 'Chandrakant Upadhyay']",['Thriller'],"May 17, 2024 (India)",['Hindi'],['Gandhar Films and Studio']
Poorval,NA,NA,['Thima Isha'],"['Thima Isha', 'Thima Isha']","['Makrand Deshpande', 'Isha Talwar']",['Drama'],"May 17, 2024 (India)",['Hindi'],['Tiltblur films']
In Retreat,PT1H16M,4.3,['Maisam Ali'],"['Maisam Ali', 'Maisam Ali']",['Harish Khanna'],['Drama'],"October 22, 2024 (India)","['Hindi', 'Ladakhi']","['Barycenter Films', 'Varsha Production House']"
God Must Die,PT1H44M,NA,['Mustajabuddin Malik'],"['Mustajabuddin Malik', 'Mustajabuddin Malik']","['Sandeep Datta Gupta', 'Mithun', 'Sri Hari Parakaram', 'Adeep Sethia', 'Amog Sharma', 'Priyanka Sharma', 'Rashmi Singh', 'Sandeep Kartar Singh', 'Bhupender Tyagi', 'Saloni Tyagi', 'Gulshan Waliya']","['Drama', 'Thriller']","May 20, 2024 (France)",['Hindi'],['Faces Media House']
Bhaiyya Ji,PT2H30M,4.8,['Apoorv Singh Karki'],"['Apoorv Singh Karki', 'Deepak Kingrani', 'Apoorv Singh Karki', 'Deepak Kingrani']","['Manoj Bajpayee', 'Vipin Sharma', 'Zoya Hussain', 'Suvinder Vicky', 'Jatin Goswami', 'Rrama Sharma', 'Anil Rastogi', 'Akash Makhija', 'Bhageerathi Bai Kadam', 'Aryan M Tiwari', 'Abhishek Ranjan', 'Nikhil Mehta', 'Amrit Sachan', 'Amrendra Sharma', 'Zia Ahmed', 'Jaihind Kumar', 'Umesh Shukla', 'Veebhu Sharma']","['Action', 'Drama']","May 24, 2024 (India)",['Hindi'],"['Aurega Studios', 'Bhanushali Studios Limited', 'SSO Productions']"
Barah by Barah,PT1H58M,7.5,['Gaurav Madan'],"['Sunny Lahiri', 'Gaurav Madan', 'Sunny Lahiri', 'Gaurav Madan']","['Aashit Chatterjee', 'Bhumika Dube', 'Harish Khanna', 'Geetika Vidya Ohlyan', 'Prithvi Singh', 'Akash Sinha', 'Gyanendra Tripathi']",['Drama'],"May 24, 2024 (India)",['Hindi'],"['Amdavaad Pictures', 'Last Joker Pictures']"
The Super Husband,PT1H8M,NA,['Shahnawaz Baqal'],"['Shahnawaz Baqal', 'Shahnawaz Baqal']","['Parthaa Akerkar', 'Master Akshit', 'Moufis Ali', 'Shahnawaz Baqal', 'Aafak Bhai', 'Kiran Kanwar', 'Randhir Kashap', 'Sahil Multy Khan', 'Mubashir', 'Kartik Raguvanshi', 'Harleen Rekhi', 'Jaffar Aalam Sayed', 'Altaf Siddi', 'Deepak Singh', 'Sujata']",['Drama'],"May 24, 2024 (India)",['Hindi'],['Rufy Khan Productions']
Troy the Bharat Putra,PT2H14M,7.5,['Kumaar Aadarsh'],"['Kumaar Aadarsh', 'Anuja Jain', 'Shailendra Mishra', 'Kumaar Aadarsh', 'Anuja Jain', 'Shailendra Mishra']","['Kumaar Aadarsh', 'Anuja Jain', 'Sanjeev Srivastava', 'Nitin Katare', 'Anup Bindal', 'Pia Roy', 'Anujja Jain', 'Pragati Jaiswal', 'Apoorva Kawade', 'Pravesh Kumar', 'Feroz Shaikh', 'Amisha Singh', 'Yashica Singh']","['Animal Adventure', 'Adventure', 'Drama', 'Family']","September 20, 2024 (India)",['Hindi'],"['UV Talkies', 'UVT Cinemas']"
Labyrinth,PT54M,NA,['Sanchi Garg'],"['Sanchi Garg', 'Sanchi Garg']","['Chirag Bhardwaj', 'Shivesh Kumar', 'Parth Jha', 'Jatin Mehra', 'Nithin Kumar', 'G. Ramakrishnan', 'Lokesh Garg', 'Sachin Garg', 'Megha Khatri', 'Palash Vashisth']",['Thriller'],"May 26, 2024 (India)",['Hindi'],['Sanchi Garg Films']
Savi,PT2H6M,6.2,['Abhinay Deo'],"['Aseem Arora', 'Abhinay Deo', 'Aseem Arora', 'Abhinay Deo']","['Divya Khossla', 'Harshvardhan Rane', 'Mairaaj Kakkar', 'Himanshi Choudhary', 'M.K. Raina', 'Raageshwari', 'Supreet Bedi', 'Alex Dower', 'Adrian Stretton', 'Ollie Booth', 'Assad Raja', 'Jyantino Albuquerque', 'Hadelin de Ponteves', 'Hamza Butt', 'Anthony St Clair Cadogan', 'Suki Chott', 'Phil Dryden', 'Dan Gallier']","['Action', 'Crime', 'Drama', 'Romance', 'Thriller']","May 31, 2024 (India)",['Hindi'],"['Vishesh Entertainment', 'Mishty Productions', 'Super Cassettes Industries Limited (T-Series)']"
Chhota Bheem and the Curse of Damyaan,PT2H25M,5.0,['Rajiv Chilaka'],"['Shridisha Dilip', 'Niraj Vikram', 'Shridisha Dilip', 'Niraj Vikram']","['Yagya Bhasin', 'Sanjay Bishnoi', 'Shaji Chaudhary', 'Daivik Dawar', 'Divyam Dawar', 'Makrand Deshpande', 'Navneet Kaur Dhillon', 'Advik Jaiswal', 'Sumit Keshri', 'Anupam Kher', 'Aashriya Mishra', 'Swarna Pandey', 'Kabir Sajid Shaikh', 'Surbhi Tiwari']","['Desert Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']","May 31, 2024 (India)",['Hindi'],['Green Gold Studios']
Dedh Bigha Zameen,PT1H40M,6.9,['Pulkit'],"['Pulkit', 'Pulkit']","['Prasanna Bisht', 'Pratik Gandhi', 'Hemant K Gaur', 'Deepesh Sumitra Jagdish', 'Durgesh Kumar', 'Khushali Kumar', 'Mrityunjay Pandey', 'Vikas Sharma', 'Rishiraj Thorat']","['Drama', 'Family']","May 31, 2024 (India)",['Hindi'],"['Karma Media And Entertainment', 'T-Series Films']"
House of Lies,PT1H22M,3.8,['Saumitra Singh'],"['Abhi Raj Sharma', 'Abhi Raj Sharma']","['Taniya Chatterjee', 'Ajitesh Gupta', 'Amit Gupta', 'Sanjay Kapoor', 'Hiten Paintal', 'Mir Sarwar', 'Girish Sharma', 'Mohit Singh', 'Simran Suri', 'Smiley Suri']",['Mystery'],"May 31, 2024 (India)",['Hindi'],"['Kali Movies', 'Sebhariya Pictures']"
VC 571,NA,NA,[],"['Avinash Dhyani', 'Avinash Dhyani']","['Dharamendra Chauhan', 'Avinash Dhyani', 'Amit Dimri', 'Reza Khan', 'Manish Kumar', 'Manoj Kumar', 'Sushil Kumar', 'Jeet Maila', 'Abhishek Maindola', 'Rahul Mishra', 'Rashmi Nautiyal', 'Balraj Negi', 'Deepak Rawat', 'Narendra Saxena', 'Shubham Semwal', 'Aarti Shah', 'Roshan Upadhayay']",['War'],May 2024 (India),['Hindi'],"['Alaska Motion Pictures', 'Dream Sky Creations', 'Padma Siddhi Films']"
The Umesh Chronicles,NA,8.3,['Pooja Kaul'],"['Pooja Kaul', 'Pooja Kaul']","['Aiza Khan', 'Kriti Panth', 'Amitabh Bachchan', 'Leela Samson', 'Zayn Marie Khan', 'Vivek Gomber', 'Bobby Pal', 'Adil Hussain', 'Babil Khan', 'Tara Kaul', 'Kristen Jain', 'Ratnabali Bhattacharjee', 'Anushka Manchanda', 'Swaroopa Ghosh', 'Gita Guha', 'Jayant Chand', 'Rashmi Mann', 'Vandana Kilam']","['Drama', 'Romance']","June 2, 2024 (United States)",['Hindi'],"['Kino Works', 'Rising Sun Films']"
Main Bhi Hu Naa,NA,NA,['Abhinit Puri'],"['Abhinit Puri', 'Abhinit Puri']","['Abhinit Puri', 'Pooja Puri', 'Rupa Walia']",['Drama'],"June 4, 2024 (India)",['Hindi'],['AB Stories']
Return Ticket,NA,NA,['Nisant'],"['Pratyush Dwivedi', 'Nisant', 'Nishant Gk Ranjan', 'Pratyush Dwivedi', 'Nisant', 'Nishant Gk Ranjan']","['Arbaaz Khan', 'Adhyayan Suman', 'Dev Sharma', 'Gurleen Chopra', 'Ruslaan Mumtaz', 'Vikram Gokhale', 'Amit J. Sharma', 'Mugdha Godse', 'Aseema Bhatt', 'Shalu Chauhan', 'Ashwini Krishnana', 'Rakesh Singh', 'Raj Kapoor Sahi', 'Naazia', 'Aasif Taambe', 'Tushar Acharya', 'Nazia Khan', 'Washi Khan']",['Drama'],"June 5, 2024 (India)",['Hindi'],"['Nisantwood Production', 'Om Shree Entertainment', 'Raagyi Films']"
Munjya,PT2H3M,6.3,['Aditya Sarpotdar'],"['Niren Bhatt', 'Yogesh Chandekar', 'Tushar Ajgaonkar', 'Niren Bhatt', 'Yogesh Chandekar', 'Tushar Ajgaonkar']","['Sharvari', 'Abhay Verma', 'Mona Singh', 'Sathyaraj', 'Suhas Joshi', 'Taran Singh', 'Bhagyashree Limaye', 'Ayush Ulagadde', 'Ajay Purkar', 'Radhika Vidyasagar', 'Richard John Lovatt', 'Shruti Marathe', 'Anay Kamat', 'Khushi Hajare', 'Reema Chaudhary', 'Abhishek Banerjee', 'Chandan', 'Chandrakala']","['Comedy', 'Horror']","June 7, 2024 (India)",['Hindi'],['Maddock Films']
Blackout,PT2H2M,6.2,['Devang Bhavsar'],"['Devang Bhavsar', 'Abbas Dalal', 'Hussain Dalal', 'Devang Bhavsar', 'Abbas Dalal', 'Hussain Dalal']","['Vikrant Massey', 'Sunil Grover', 'Mouni Roy', 'Jisshu Sengupta', 'Karan Sonawane', 'Saurabh Gadge', 'Ruhani Sharma', 'Prasad Oak', 'Anant Joshi', 'Chhaya Kadam', 'Sooraj Pops', 'Kelly Dorji', 'Anil Kapoor', 'Vishakha Tyagi']","['Comedy', 'Thriller']","June 7, 2024 (India)",['Hindi'],"['11:11 Productions', 'Jio Studios', 'The Fusion Media']"
Malhar,PT1H43M,6.9,['Vishal Kumbhar'],"['Vishal Kumbhar', 'Siddharth Salvi', 'Swapnil Sitaram', 'Vishal Kumbhar', 'Siddharth Salvi', 'Swapnil Sitaram']","['Shrinivas Pokale', 'Vinayak Potdar', 'Sharib Hashmi', 'Anjali Patil', 'Rishi Saxena', 'Mohammad Samad', 'Akshata Acharya', 'Shubhangi Bhujbal', 'Shruti Gholap', 'Ravi Jhankal', 'Binda Rawal', 'Bhupesh Singh']",['Drama'],"June 7, 2024 (India)","['Hindi', 'Marathi']",['V Motion Pictures']
Bajrang Aur Ali,PT2H2M,7.6,['Jaiveer'],"['Jaiveer', 'Amit Mishra', 'Jaiveer', 'Amit Mishra']","['Riddhi Gupta', 'Jaiveer', 'Jamie Lambe', 'Yugant Badri Pandey', 'Sachin Parikh', 'Gauri Shankar', 'Gaurishankar Singh']",['Drama'],"June 7, 2024 (India)",['Hindi'],['UtterUp']
Phooli,PT1H48M,8.1,"['Avinash Dhyani', 'Suruchi Saklani']","['Avinash Dhyani', 'Avinash Dhyani']","['Sanjay Agarwal', 'Ankita', 'Nidhi Baluni', 'Riya Baluni', 'Rishi Raj Bhatt', 'Vijay Bhatt', 'Ayushi Dabral', 'Avinash Dhyani', 'Bhagat Singh Ghusain', 'Prince Juyal', 'Arun Kumar', 'Narottam', 'Suruchi Saklani', 'Saloni', 'Pankaj Singh', 'Sahil Singh']",['Drama'],"June 7, 2024 (India)",['Hindi'],"['Alaska Motion Pictures', 'Dream Sky Creations', 'Padma Siddhi Films']"
Loop,PT1H42M,6.7,"['Satish Ramamoorthy', 'Shreya Rastogi']","['Pratibha Misraa', 'Satish Ramamoorthy', 'Shreya Rastogi', 'Pratibha Misraa', 'Satish Ramamoorthy', 'Shreya Rastogi']","['Shreya Rastogi', 'Akarsh Alagh', 'Satyajeet Puri', 'Akshay Neb', 'Anil Rastogi', 'Gunjan Jain', 'Amruta Ranjan', 'Simranjeet Kaur', 'Pradeep Gupta']","['Psychological Drama', 'Drama']","June 11, 2024 (India)",['Hindi'],"['Riyers Films', 'Riyers Films']"
Kaalima,NA,NA,['Anubhava Shrivastava'],"['Anubhava Shrivastava', 'Anubhava Shrivastava']",['Suman Pandey'],['Horror'],"June 13, 2024 (India)",['Hindi'],['Saanwre Films I']
Maharaj,PT2H11M,6.5,['Siddharth P Malhotra'],"['Sneha Desai', 'Vipul Mehta', 'Kausar Munir', 'Sneha Desai', 'Vipul Mehta', 'Kausar Munir']","['Junaid Khan', 'Jaideep Ahlawat', 'Shalini Pandey', 'Sharvari', 'Viraf Patel', 'Sunil Gupta', 'Vaibhav Tatwawadi', 'Meher Vij', 'Jay Upadhyay', 'Ananya Agarwal', 'Priyal Gor', 'Sandeep Mehta', 'Sneha Desai', 'Jamie Alter', 'Mark Bennington', 'Hemant Choudhary', 'Jaya Ojha', 'Edward Sonnenblick']","['Docudrama', 'Legal Drama', 'Legal Thriller', 'Period Drama', 'Biography', 'Crime', 'Drama', 'History', 'Thriller']","June 21, 2024 (India)",['Hindi'],['Yash Raj Films']
Chandu Champion,PT2H22M,7.8,['Kabir Khan'],"['Sumit Arora', 'Kabir Khan', 'Sudipto Sarkar', 'Sumit Arora', 'Kabir Khan', 'Sudipto Sarkar']","['Kartik Aaryan', 'Vijay Raaz', 'Bhuvan Arora', 'Yashpal Sharma', 'Rajpal Naurang Yadav', 'Aniruddh Dave', 'Shreyas Talpade', 'Sonali Kulkarni', 'Bhagyashri Borse', 'Ganesh Yadav', 'Hemant Choudhary', 'Brijendra Kala', 'Hemangi Kavi', 'Adonis Kapsalis', 'Olga Alexan', 'Manoj Anand', 'Gurpreet Bedi-Sondh', 'Nitin Bhajan']","['Docudrama', 'Water Sport', 'Action', 'Biography', 'Drama', 'History', 'Sport', 'War']","June 14, 2024 (India)",['Hindi'],"['AA Films', 'Kabir Khan Films', 'Nadiadwala Grandson Entertainment']"
Hamare Baarah,PT2H28M,7.3,['Kamal Chandra'],"['Rajan Agarwal', 'Kamal Chandra', 'Rajan Agarwal', 'Kamal Chandra']","['Rahul Bagga', 'Aditi Bhatpahri', 'Harish Chhabra', 'Ankita Dwivedi', 'Farhana Fatema', 'Manoj Joshi', 'Ashwini Kalsekar', 'Annu Kapoor', 'Ishlin Prasad', 'Parth Samthaan', 'Shaan Saxena', 'Paritosh Tripathi', 'Uday Vir Singh Yadav']",['Drama'],"June 21, 2024 (India)",['Hindi'],"['Radhika G Films', 'Newtech Media Entertainment']"
Manihar,NA,NA,['Sanjeev Kumar Rajput'],"['Sanjeev Kumar Rajput', 'Sanjeev Kumar Rajput']","['Pankaj Berry', 'Krishna Bhatt', 'Ramesh Goyal', 'Badrul Islam', 'Ehsaan Qureshi', 'Roshni Rastogi', 'Sunny Thakur', 'Utkarsh Maharshi', 'Anshu Tiwari', 'Durg Singh Thakur']",['Comedy'],"June 14, 2024 (India)",['Hindi'],"['Jai Shree Movie Production', 'M.S Studios']"
Naach Basanti Naach,NA,9.6,['Dilip Arya'],"['Dinesh Deep', 'Mukesh Kumar', 'Viren Yuvraj', 'Dinesh Deep', 'Mukesh Kumar', 'Viren Yuvraj']","['Dilip Arya', 'Manoj Joshi', 'Arvind Jadugar', 'Gulzar Boss', 'Riya Kapoor', 'Gaurav Kumar', 'Anil Rastogi', 'Jay Vijay Sachan', 'Umakant Uma']",['Drama'],"June 14, 2024 (India)",['Hindi'],['Radium Pictures']
Shashikosha,NA,NA,[],[],[],['Documentary'],"June 17, 2024 (India)",['Hindi'],['Mobius Films']
Ishq Vishk Rebound,PT1H46M,5.9,['Nipun Dharmadhikari'],"['Vaishali Naik', 'Vinay Chhawal', 'Ketan Pedgaonkar', 'Vaishali Naik', 'Vinay Chhawal', 'Ketan Pedgaonkar']","['Rohit Saraf', 'Pashmina Roshan', 'Jibraan Khan', 'Naila Grrewal', 'Supriya Pilgaonkar', 'Akarsh Khurana', 'Shilpa Tulaskar', 'Shataf Figar', 'Anita Kulkarni', 'Kusha Kapila', 'Adhaar Khurana', 'Sheeba Chaddha', 'Mohammad Farooq Bandhukia', 'Benedicta', 'Akanshi Bhalla', 'Yash Bhukele', 'Chandu', 'Mohini Chaudhary']","['Comedy', 'Drama']","June 21, 2024 (India)",['Hindi'],['Tips Films Pvt. Ltd.']
Jahangir National University,PT2H30M,5.1,['Vinay Sharma'],"['Vinay Sharma', 'Vinay Sharma']","['Urvashi Rautela', 'Siddharth Bodke', 'Ravi Kishan', 'Piyush Mishra', 'Vijay Raaz', 'Rashami Desai', 'Sonnalli Seygall', 'Ashok Kumar Beniwal', 'Sidharth Bhardwaj', 'Jeniffer Piccinato', 'Kunj Anand', 'Savant Singh Premi', 'Umar Sharif', 'Atul Pandey', 'Shivjyoti Rajput', 'Bhagyashree Chauhan', 'Priya Bakshi', 'Veenay Bhasskar']",['Drama'],"June 21, 2024 (India)",['Hindi'],['Mahakaal Movies']
Maven,PT2H15M,9.5,['Rohit Das'],"['Rohit Das', 'Rohit Das']","['Himangshu Shil', 'Lahama Jha', 'Snigdha Haldar', 'Sanju Biswas', 'Bhargab Chakraborty', 'Aniruddha Modak', 'Aryan Mohanta', 'Sujit Ram', 'Amrita Ray', 'Aniket Saha', 'Shubhajit Saha', 'Kalina Vanska']","['Psychological Drama', 'Psychological Thriller', 'Crime', 'Thriller']","June 21, 2024 (India)",['Hindi'],['Blue Bird Films']
A Stranger by the Hill,PT1H40M,NA,['Munindr Kumar'],"['Munindr Kumar', 'Munindr Kumar']","['Dishant Guliya', 'Purvi Mundada', 'Noora Tenzin']",['Thriller'],"June 21, 2024 (India)",['Hindi'],['MG Films Garage']
The Clan,PT1H16M,NA,['Gln'],"['Gln', 'Gln']","['Amrit Anand', 'Anoushka Chauhan', 'Rekha Dahatonde', 'Shiv Mourya', 'Sujit Pandey', 'Adesh Pandit', 'Harshal Jitendra Pawar', 'Abhishek Singh']",['Crime'],"June 22, 2024 (India)",['Hindi'],['Filmdesign']
Sipahi,PT1H2M,7.5,['Amit Bhadana'],"['Amit Bhadana', 'Amit Bhadana']","['Amit Bhadana', 'Dinesh Ahlawat', 'Baljinder Kaur', 'Asmi Tulsyan', 'Vikas Mehta', 'Atul Kaushal', 'Aryan Raj']",['Drama'],"June 25, 2024 (India)",['Hindi'],['Amit Bhadana Manoranjan']
